FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 08,20,1289,Investigative Analyst,Annual,1,1,98664,98664
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 08,20,1289,Investigative Analyst,Annual,3,1,86520,259560
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 08,20,1289,Investigative Analyst,Annual,2,1,82752,165504
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,X 33,0,1252,Chief Investigative Analyst,Annual,1,1,116676,116676
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,3 00,0,1127,Chief Performance Analyst,Annual,2,1,116640,233280
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,90444,90444
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,82752,82752
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,80472,80472
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 07,20,1125,Performance Analyst,Annual,1,1,77400,77400
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,GY 07,20,1125,Performance Analyst,Annual,6,1,73800,442800
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,3 00,0,310,Project Manager,Annual,1,1,138132,138132
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,20097,20097
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,X 32,9,9659,Deputy Inspector General,Annual,1,1,152748,152748
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 14,10,1727,Information Analyst - IG,Annual,1,1,64584,64584
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 14,10,1727,Information Analyst - IG,Annual,1,1,61656,61656
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 16,10,1721,Senior Information Analyst - IG,Annual,2,1,82644,165288
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,77796,77796
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 16,10,1721,Senior Information Analyst - IG,Annual,2,1,74244,148488
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,GY 10,20,1719,Senior Forensic Data Analyst,Annual,2,1,94500,189000
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,X 33,0,1718,Chief Forensic Data Analyst,Annual,1,1,133524,133524
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,X 33,0,1717,Chief Data and Information Analyst,Annual,1,1,133524,133524
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 17,10,06M3,Web Developer/Administrator (OIG),Annual,1,1,94992,94992
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,GY 09,20,06A7,IT Security Analyst-IG,Annual,1,1,94500,94500
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 17,10,06A4,Data Services Administrator-Excluded,Annual,1,1,115488,115488
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,BX 13,10,645,Technical Support Administrator - IG,Annual,1,1,58896,58896
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,GY 09,10,641,Forensic Data Analyst,Annual,1,1,90444,90444
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,GY 09,10,641,Forensic Data Analyst,Annual,3,1,86520,259560
LOCAL,3,Office of Inspector General,100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,36968,36968
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0,,1 00,9,9905,Budget Director,Annual,1,1,195696,195696
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0,,X 31,0,9868,First Deputy Budget Director,Annual,1,1,164004,164004
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0,,X 31,9,1120,Managing Deputy Budget Director,Annual,1,1,164004,164004
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0,,BX 18,20,394,Administrative Manager,Annual,1,1,86520,86520
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0,,BX 12,20,323,Administrative Assistant III - Excluded,Annual,1,1,83472,83472
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0,,BX 15,20,305,Assistant to the Executive Director,Annual,1,1,110256,110256
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,13700,13700
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,X 32,9,9656,Deputy Budget Director,Annual,2,1,152748,305496
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,X 32,9,9656,Deputy Budget Director,Annual,1,1,135084,135084
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,X 33,9,1124,Assistant Budget Director,Annual,2,1,118128,236256
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,GY 08,20,1107,Principal Budget Analyst,Annual,1,1,103176,103176
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,99660,99660
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,GY 07,20,1105,Senior Budget Analyst,Annual,2,1,73800,147600
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,GY 05,20,1103,Budget Analyst,Annual,2,1,63708,127416
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,GY 05,20,1103,Budget Analyst,Annual,2,1,60684,121368
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,BX 15,10,134,Financial Analyst,Annual,2,1,70872,141744
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,29844,29844
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0,,X 32,9,9656,Deputy Budget Director,Annual,1,1,135084,135084
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0,,3 00,0,1430,Policy Analyst,Annual,1,1,84000,84000
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0,,BX 15,10,789,Public Relations Rep III - Excluded,Annual,1,1,67656,67656
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0,,3 00,0,705,Director of Public Affairs,Annual,1,1,116640,116640
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,10186,10186
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4160,Compensation Control,BX 16,10,1333,Compensation Specialist,Annual,1,1,115488,115488
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4160,Compensation Control,X 33,0,1322,Assistant Director of Compensation Control,Annual,1,1,133524,133524
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4160,Compensation Control,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,5103,5103
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4165,Applications,GY 09,20,647,Senior Programmer Analyst - Excluded,Annual,1,1,112608,112608
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4165,Applications,X 33,0,601,Director of Information Systems,Annual,1,1,142536,142536
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4165,Applications,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3619,3619
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,X 32,9,9656,Deputy Budget Director,Annual,1,1,152748,152748
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,GY 08,20,1141,Principal Operations Analyst,Annual,2,1,82752,165504
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,GY 08,20,1141,Principal Operations Analyst,Annual,1,1,80472,80472
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,3 00,10,1140,Chief Operations Analyst,Annual,1,1,104556,104556
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,X 33,9,1124,Assistant Budget Director,Annual,1,1,118128,118128
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,13255,13255
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,GY 07,20,1125,Performance Analyst,Annual,1,1,77400,77400
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,GY 07,20,1125,Performance Analyst,Annual,1,1,73800,73800
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,X 33,9,1124,Assistant Budget Director,Annual,1,1,118128,118128
LOCAL,5,Office of Budget and Management,100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,12228,12228
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3401,Chief Technology Office,0,,BX 15,10,802,Executive Administrative Assistant II,Annual,1,1,67656,67656
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3401,Chief Technology Office,0,,G 09,4,06A8,Digital Accessibility Specialist,Annual,1,1,115872,115872
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3401,Chief Technology Office,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1608,1608
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3405,IT Finance and Administration,0,,B 13,4,110,Accountant,Annual,1,1,112260,112260
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3405,IT Finance and Administration,0,,B 11,1,109,Accounting Technician,Annual,1,1,53736,53736
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3410,IT Project Management,0,,3 00,0,649,Project Manager,Annual,1,1,113208,113208
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3410,IT Project Management,0,,3 00,0,649,Project Manager,Annual,2,1,109872,219744
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3410,IT Project Management,0,,3 00,0,649,Project Manager,Annual,1,1,106644,106644
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3410,IT Project Management,0,,3 00,0,649,Project Manager,Annual,1,1,97524,97524
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3410,IT Project Management,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,120960,120960
LOCAL,6,Department of Technology and Innovation,100,Corporate Fund,1005,Department of Technology and Innovation,2145,Bureau of Information Technology,3420,IT Enterprise Applications,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,131436,131436
